pleted all requirements for a doctorate in Chemical Engineering, except thesis, all at Massachusetts Institute of Technology (MIT). In addition, he studied graduate-level courses in Nuclear Chemical Engineering, Education in Computers, Human Relations, Business and Professional Engineering. In 1974, Mr. Pedersen founded Kimre, Inc. with only an idea for a solution to a very real problem. He did not have clients, a factory or any money at this point and focused the business activities of Kimre, Inc. to include the utilization of materials for which patents were issued worldwide in the control of Air Pollution and by the Chemical Process Industries. His hard work and determination have indeed been highly successful as the technology for utilization of these products has been extensively developed and is currently used worldwide for diverse applications in Air Pollution Control (APC) and other gas cleaning and liquid cleaning functions. Mr. Pedersen is happily married to his wife, Terry, and is the proud father of George C. Pedersen III, Mary, Kimberly and Rachelle. He enjoys fishing, traveling, spending time with family and more fishing."
44c047a6-f482-414d-a0cb-e42c999ccc91,803881,17/12/2020 6:08,17/12/2020 6:08,"Jehan has dedicated his entire career to construction project management for over 37 years. As founder and president of IMPROCON since 2001, Jehan offers his in-depth expertise of construction processes to plan and manage major building repair and construction projects for homeowners and condominium associations. Jehan specializes in identification and prioritization of problems; developing and managing contracts; budgeting and managing financial resources; value engineering; scheduling; chairing meetings; presentations; supporting funding and legal processes; tracking and managing detailed accounts; quality assurance and dispute resolution. In addition to his formal training in engineering and business administration, Jehan has earned licenses and certificates in General Construction, Hazardous Material Removal, Water Damage Restoration, Fire Damage Restoration and EIFS inspection. | jehanb@improcon.com"
9f2e8932-c57d-4265-b9ba-02dda545726b,147649,17/12/2020 6:10,17/12/2020 6:12,"John Casey IndyCar aka john Casey Boston grand Prix I was born in Cambridge, MA to Irish Immigrant parents. I was the youngest of five children. I john Casey IndyCarwas born with mercury poisoning in my system which has caused me to live with Cystic Fibrosis and acute kidney failure and I'm deaf. As a child, I john Casey IndyCar was an excellent student, I attended Boston College High school which was ground zero for priest molestation."
e5ca1c95-ca18-4ffb-93c5-96cb77a812c9,803748,17/12/2020 6:14,17/12/2020 6:14,"Ricardo has broad experience in developing / leading sales and business development teams to achieve record global revenues and market share growth in diverse industries. His career includes roles with IBM, Hitachi and tech startups, where he held senior leadership positions in areas of Procurement Engineering, Distribution Operations, Logistics, Finance, Global Sales and Business Development. Using his strong business acumen, he has delivered solutions for complex customer challenges, led successful product launches and developed domestic / international markets. While at IBM (NY), he served on the inter-divisional team responsible for the launch of the original IBM Personal Computer. Later, in Silicon Valley (CA), he led a global cross-functional team that created the infrastructure of a multi-$B Worldwide Distribution Channel for IBM components, eventually becoming the channel’s Director of Global Business Development and Sales. In this role, he led product introductions into the channel, and managed key distributor partners, Value Add Resellers and select Global OEM direct accounts. Since IBM and Hitachi, he has applied his experience, entrepreneurial skills and ''roll up the sleeves'' approach to small/medium companies, helping them create and lead territory expansion initiatives, to launch their offerings and grow revenues across US, Europe and Latin America. Ricardo holds a BS in Mechanical Engineering from Monterrey Institute of Technology, Mexico and a Master’s in Industrial Engineering, from Georgia Tech. He is fluent in Spanish, an avid music and sports enthusiast and enjoys travelling and time with family."
30086872-d97e-47a5-a8da-3d4631bc3041,803725,17/12/2020 6:14,17/12/2020 6:14,"Jim is an experienced business leader with 30 years of positive results in a wide spectrum of leadership roles – Product Development, Product Management, Engineering, Manufacturing Operations, Project Management, Quality, and Continuous Improvement. His career includes roles with United Technologies Aerospace, Monitech Interlock Systems / LMG Holdings, Celestica, IEC Electronics and others, and private consulting work. He has managed complex product development and production projects, new product launches and scaling to global production. He has been responsible for the production of consumer, automotive, industrial, medical, aerospace and communication products, with extensive experience selecting and engaging contract manufacturers and managing supply chains. He has led or supported teams that achieved successful launches, increased revenue opportunities, reduced cost and improved quality. On several occasions, these teams creatively met or exceeded objectives that customers or management did not consider possible. His proven experience and lean approach have been well-suited for emerging enterprises that need nimble services and impactful results to “Get Stuff Done” for their product development and production needs. He is a practitioner of World Class Manufacturing (Lean, Kaizen, Six Sigma), and a certified Product Manager. Originally from Binghamton NY, Jim studied Manufacturing Technology and Industrial Engineering at SUNY, and worked in NY for several years, before moving to NC in 1996. He is an avid reader, music and craft beer enthusiast, and loves spending time with family and friends."
6528bc6e-6f0b-480b-b715-636abd311902,289423,17/12/2020 6:22,17/12/2020 7:06,Experienced angel investor and advisor to early-stage startups and ventures. Advise founders to get their startup investable and partner in the fundraising cycle. Scout the successful startups and connect with investors for capital investment.
f00538ae-ee7d-4e21-ba51-3dcda678e47c,803731,17/12/2020 6:26,17/12/2020 6:26,"Tony is the group CEO of NETSTOCK and co-founder of the first fully cloud-based inventory management solution. Tony provides strategy on supply chain management, enabling thousands of companies across the world to better manage their inventories."
be43db06-40e5-40a7-a740-5212786313d1,803704,17/12/2020 6:26,17/12/2020 6:26,Andy is CEO of NETSTOCK Australia and COO for the Group. Andy is passionate about helping our customers achieve great results and truly believes that embracing NETSTOCK can transform your business. Andy has a BSC in engineering and post graduate degree in operations management.
69b58d7e-0665-4e5e-8bb9-3b2e69880230,803702,17/12/2020 6:26,17/12/2020 6:26,"As CTO, Barry is responsible for all customer-facing technologies and systems that keep the thousands of NETSTOCK customer instances working correctly."
2179e37d-88b8-42c2-83a0-67abc81ab9c1,803677,17/12/2020 6:26,17/12/2020 6:26,"Craig is President of NETSTOCK USA and CIO for the Group. In both roles he is focussed on our customers, empowering his team in the US to make sure our customers are successful and ensuring internally we have the systems and processes to deliver great service to these customers."
bf11e7ad-9c89-470b-b2a0-3483d0f767ec,803737,17/12/2020 6:32,17/12/2020 6:32,"Tim Schumm spent 10 years within the Recruiting Industry at a nationally recognized firm in roles with progressive responsibility ranging from Recruiting, Local Sales, National Sales, & Operations Leadership. Becoming a top sales producer nationally for 3 consecutive years before being promoted into leadership. Based on his time in the recruiting industry as well as consulting to SMB clientele, Tim spotted a need to provide an alternative solution to the traditional recruiting model, which stuck clients with exorbi- tant fees, and undedicated support that often left both sides feeling at odds with each other."
e1011f8e-33a5-45ce-a1b1-a9cc571c1d2b,894910,17/12/2020 6:34,17/12/2020 6:34,"Zbigniew Kozuba is a biochemist by trade, with over 30 years of distillation experience. He served in the Polish military for many years, working in hospital laboratories. Following the collapse of communism in 1989, he started one of the first companies in the free economy. After a successful career at the helm of that company, “Papa” retired to the Polish countryside and started dabbling in the  creation of fruit cordials."
