company_name,status,category_groups_list,num_funding_rounds,total_funding_usd,founded_on,employee_count,Commerce and Shopping,Financial Services,Lending and Investments,Payments,fd_rd_latest_investment,fd_rd_investment_type_series_unknown,fd_rd_investment_type_grant,fd_rd_investment_type_debt_financing,fd_rd_investment_type_pre_seed,fd_rd_investment_type_post_ipo_equity,fd_rd_investment_type_convertible_note,fd_rd_investment_type_equity_crowdfunding,fd_rd_investment_type_private_equity,fd_rd_investment_type_undisclosed,fd_rd_investment_type_post_ipo_debt,fd_rd_investment_type_corporate_round,fd_rd_investment_type_product_crowdfunding,fd_rd_investment_type_non_equity_assistance,fd_rd_investment_type_initial_coin_offering,fd_rd_investment_type_secondary_market,fd_rd_investment_type_post_ipo_secondary,fd_rd_num_invested_by_top_100,event_count,job_duration,gender_male,gender_female,degree_type,subject_Business,subject_STEM,subject_Arts_SoSc,num_exec,first_fund_raised,first_fund_post_money,first_fund_investor_count,has_parent,continent_NA,continent_EU,continent_AS,continent_SA,continent_OC,continent_AF,country_code_USA,country_code_NLD,country_code_IND,country_code_GBR,country_code_CHN,country_code_CAN,country_code_DEU,country_code_ESP,country_code_BRA,country_code_AUS,country_code_FRA,country_code_SGP,country_code_ISR,country_code_CHE,country_code_KOR,country_code_SWE,country_code_JPN,country_code_ITA,country_code_HKG,country_code_TUR,city_London,city_New York,city_San Francisco,city_Los Angeles,city_Singapore,city_Amsterdam,city_Toronto,city_Mumbai,city_Paris,city_Chicago,city_Bangalore,city_São Paulo,city_New Delhi,city_Berlin,city_Beijing,city_Sydney,city_Madrid,city_Tokyo,city_Austin,city_Boston,status_operating,status_exited,status_closed,has_acquisitions,has_ipo,average_change_in_funds,average_momentum,latest_momentum
Codementor,operating,"Commerce and Shopping,Education,Information Technology,Internet Services,Media and Entertainment,Messaging and Telecommunications,Software,Video",5.0,3400000.0,8.0795,11-50,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.189,1.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,6.0,3400000.0,0.0,13.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4761904761904762,0.3358726178878978,0.4440300164291105
myWebRoom,operating,"Commerce and Shopping,Content and Publishing,Design,Internet Services,Other,Real Estate,Software",3.0,4300000.0,8.6658,11-50,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.9808,0.4,0.6,0.5,0.2,0.1,0.1,10.0,2800000.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3822393822393822,0.31850184791361263,1.1428571428571428
Shipsi,operating,"Commerce and Shopping,Information Technology",6.0,2800000.0,4.0767,11-50,1,0,0,0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.4247,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,6.0,2800000.0,4500000.0,10.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.32222222222222224,2.2689105425443663,0.9972078181092943
All of Us,operating,"Financial Services,Lending and Investments",3.0,4025000.0,4.0767,1-10,0,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9945,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3500000.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.4782608695652173,2.9642287338384152,2.964228733838415
Intiaro,operating,"Commerce and Shopping,Hardware,Information Technology,Internet Services,Sales and Marketing,Software",2.0,4050000.0,2.9205,11-50,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6027,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,3.0,4050000.0,0.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.2098765432098766,0.6040925420460738,0.6040925420460738
PayPlug,acquired,"Commerce and Shopping,Financial Services,Payments",5.0,13316538.0,8.7507,11-50,1,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0767,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,6.0,1832166.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5575464514181891,0.9346805303154536,0.33166655871775785
PAKIBLE,operating,"Administrative Services,Commerce and Shopping,Content and Publishing,Design,Internet Services,Manufacturing,Media and Entertainment,Transportation",2.0,1620000.0,6.3315,1-10,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.9288,1.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,3.0,1620000.0,0.0,12.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7037037037037035,1.6991160902600018,1.6991160902600018
Lot18,operating,"Commerce and Shopping,Food and Beverage,Other",5.0,44500000.0,11.0822,51-100,1,0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,103.5616,0.8461538461538461,0.15384615384615385,0.8846153846153846,0.38461538461538464,0.2692307692307692,0.1153846153846154,26.0,500000.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6850246527665882,1.2488979100620463,1.895914304673427
Bluethumb,operating,"Commerce and Shopping,Internet Services,Media and Entertainment",2.0,1352296.0,10.0822,1-10,1,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.989,1.0,0.0,1.5,1.0,0.5,0.0,2.0,352296.0,0.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9579322870140856,0.6392181282624354,0.6392181282624354
Zeitgold,operating,"Artificial Intelligence,Data and Analytics,Financial Services,Other,Science and Engineering,Software",5.0,57011648.0,6.0795,101-250,0,1,0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,52.3534,1.0,0.0,0.7272727272727273,0.5454545454545454,0.0,0.0,11.0,0.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5798449682273873,0.8251036298502784,1.8015935357494595
AID:Tech,operating,"Financial Services,Government and Military,Information Technology,Other,Software",10.0,3180350.0,4.7068,11-50,0,1,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,55.263,0.8421052631578947,0.15789473684210525,0.5263157894736842,0.05263157894736842,0.2631578947368421,0.05263157894736842,19.0,1180350.0,0.0,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5154464131306302,0.22859961554489536,0.22859961554489538
Mybrana,operating,"Advertising,Artificial Intelligence,Commerce and Shopping,Data and Analytics,Gaming,Hardware,Sales and Marketing,Science and Engineering,Software",6.0,1951146.0,9.0822,11-50,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9205,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1802088.0,0.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.16660643524897115,0.16671391105507571,-0.36416120794937273
GoShare,operating,"Apps,Commerce and Shopping,Other,Software,Transportation",4.0,1037500.0,7.0795,11-50,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7589,0.8888888888888888,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,9.0,1037500.0,0.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.855421686746988,1.8504255377949417,1.8504255377949417
OwlTing,operating,"Commerce and Shopping,Mobile,Other,Travel and Tourism",4.0,5700000.0,10.4164,101-250,1,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.6986,1.0,0.0,1.0,0.16666666666666666,0.3333333333333333,0.0,6.0,2100000.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9084249084249084,0.3414180869659888,0.29873932006930753
Bellabox,operating,"Clothing and Apparel,Commerce and Shopping,Community and Lifestyle,Consumer Goods,Design,Health Care",2.0,4070000.0,10.0822,11-50,1,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6603,0.4,0.6,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6535626535626535,0.4353021536983172,0.43530215369831715
SkyBuys,operating,"Apps,Commerce and Shopping,Hardware,Mobile,Software,Transportation,Travel and Tourism",3.0,286024.0,3.3671,1-10,1,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0055,1.0,0.0,0.0,0.0,0.0,0.0,2.0,286024.0,4527282.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1.4962101082426649,-1.1950559969989334,-1.1950559969989334
Zimmber,acquired,"Commerce and Shopping,Real Estate",3.0,7400000.0,6.8329,51-100,1,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8959,1.0,0.0,0.6,0.0,0.2,0.0,5.0,400000.0,0.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0952380952380951,3.0718706608757897,5.288906518577293
HyperPay,operating,"Financial Services,Mobile,Payments,Sales and Marketing,Software",3.0,13700000.0,10.9973,51-100,0,1,0,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,81.0164,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7956204379562044,0.24751132892555236,0.24751132892555233
CoProcure,operating,"Commerce and Shopping,Government and Military,Information Technology,Transportation",3.0,3950000.0,2.9918,1-10,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7452,0.6,0.4,0.4,0.0,0.0,0.4,5.0,3900000.0,0.0,7.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.1662531017369726,1.4809389885600155,2.501628214915742
51liucheng.com,ipo,"Commerce and Shopping,Education,Internet Services",7.0,24252533.0,9.6849,51-100,1,0,0,0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6703419.0,0.0,6.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3673164449997031,0.5132714665652799,1.833458909172474
SaveUp,operating,"Education,Financial Services,Internet Services,Travel and Tourism",2.0,7000000.0,9.8356,11-50,0,1,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.9616,0.7142857142857143,0.2857142857142857,1.1428571428571428,0.2857142857142857,0.0,0.5714285714285714,7.0,2000000.0,0.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8571428571428571,0.8547495583793943,0.8547495583793943
SMECorner,operating,"Artificial Intelligence,Data and Analytics,Financial Services,Lending and Investments,Other,Science and Engineering,Software",6.0,49821162.0,7.0795,251-500,0,1,1,0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5041,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,6.0,3305907.0,0.0,4.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6962833456127171,0.7933937947023759,0.7880361103913179
One,operating,"Financial Services,Lending and Investments,Software",2.0,26000000.0,2.0767,11-50,0,1,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.7589,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.0,0.0,0.14285714285714285,7.0,9000000.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6153846153846154,0.6136663496057193,0.6136663496057193
GINKAN,operating,"Apps,Financial Services,Internet Services,Media and Entertainment,Mobile,Other,Payments,Platforms,Sales and Marketing,Software",2.0,988072.0,5.1644,11-50,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9945,1.0,0.0,0.0,0.0,0.0,0.0,1.0,988073.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.9155011826049291,0.9155011826049291,0.915501182604929
StashAway,operating,Financial Services,5.0,35984125.0,5.0795,101-250,0,1,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0849,1.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,7.0,2666200.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7828454412786383,0.727521396781106,0.9810009395524788
Equibit Group,operating,"Financial Services,Information Technology,Other,Payments,Software",2.0,720000.0,5.3699,1-10,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,38.9315,1.0,0.0,0.5,0.0,0.375,0.0,8.0,150000.0,3000000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.1666666666666667,0.9338562928573332,0.9338562928573333
Videostir,closed,"Commerce and Shopping,Media and Entertainment,Software,Video",2.0,796780.0,8.8247,1-10,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.989,1.0,0.0,1.0,1.0,0.0,0.0,2.0,796780.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.9007003187831017,1.0873571617752298,1.0873571617752298
Everpress,operating,"Commerce and Shopping,Financial Services",2.0,1032983.0,5.9178,11-50,1,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8411,1.0,0.0,1.0,0.0,0.0,0.0,1.0,367233.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5779707894515205,0.5779707894515203,0.5779707894515203
LivFin,operating,"Financial Services,Lending and Investments,Other,Transportation",3.0,9687802.0,4.0767,11-50,0,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9836,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,3.0,5000000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.06445177141316473,-0.06427181034420096,-0.06427181034420096
SwipeStation,operating,"Advertising,Commerce and Shopping,Sales and Marketing",2.0,1356713.0,9.0822,1-10,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.989,1.0,0.0,0.0,0.0,0.0,0.0,2.0,509262.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4985416959961319,0.1245513518365433,0.1245513518365433
Weaver.build,operating,"Advertising,Commerce and Shopping,Internet Services,Real Estate,Sales and Marketing,Software",2.0,413746.0,3.6603,1-10,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5781,1.0,0.0,0.0,0.0,0.0,0.0,2.0,413746.0,0.0,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.1797286257752342,1.1797286257752342,1.1797286257752342
Ascend Consumer Finance,operating,"Data and Analytics,Design,Financial Services,Lending and Investments",2.0,12500000.0,7.0795,1-10,0,1,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9945,1.0,0.0,0.5,0.25,0.0,0.0,4.0,1500000.0,0.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.52,1.5159070509624015,1.5159070509624017
Impossible Objects,operating,"Commerce and Shopping,Consumer Goods,Manufacturing",3.0,13300000.0,10.0822,11-50,1,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.989,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2800000.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.17225672877846793,-0.016114496619072716,0.26063499372304055
Dreams,operating,"Apps,Education,Financial Services,Lending and Investments,Mobile,Software",6.0,27803973.0,8.0795,11-50,0,1,1,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.3616,1.0,0.0,0.8181818181818182,0.7272727272727273,0.3636363636363637,0.09090909090909093,11.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5210510717723821,0.942947291363902,2.9452212008190415
QRails,operating,"Financial Services,Payments,Software",5.0,17800000.0,4.663,101-250,0,1,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0712,1.0,0.0,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.0,6.0,9800000.0,0.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5093486757458792,1.3519206408149078,2.4683521985965617
KWSX Berhad,operating,"Commerce and Shopping,Education,Hardware,Information Technology,Internet Services,Other,Professional Services,Sales and Marketing,Software,Transportation",3.0,206128.0,3.0767,11-50,1,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206128.0,23922.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7714565665549324,3.128870199626518,6.348721638487672
FutureFuel.io,operating,Financial Services,4.0,15775000.0,6.0795,11-50,0,1,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.6658,0.6,0.4,0.0,0.0,0.0,0.0,5.0,4575000.0,5600000.0,6.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8807933616676786,0.7807983936866341,0.40110296021277414
Capium Ltd,operating,"Financial Services,Professional Services,Software",2.0,1237630.0,7.8904,11-50,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5452,1.0,0.0,0.5,0.0,0.25,0.0,4.0,1237630.0,11196560.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9067653499026364,0.4026489120349185,0.4026489120349185
Modanisa,operating,"Clothing and Apparel,Commerce and Shopping,Community and Lifestyle,Design",6.0,25500000.0,9.5425,101-250,1,0,0,0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5808,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5490196078431373,0.5551196492836942,1.322488924155262
ChangeCoin,closed,"Financial Services,Internet Services,Payments,Software",2.0,4250000.0,8.0795,11-50,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,138.4384,0.7916666666666666,0.20833333333333331,0.2916666666666667,0.04166666666666666,0.04166666666666666,0.04166666666666666,24.0,4250000.0,0.0,14.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.2941176470588236,2.567184382183744,2.567184382183744
